# FLAME spectrum data format
# Time of snapshot: 2021-02-08T18:31:59Eastern Standard Time
# Number of frames accumulated: 0
# Scan time per exposure [us]: 100000
# Wavelength [nm], Intensity [count]:
189.1861363086452, 1997.6038888888888
189.64926416366848, 2051.0027777777777
190.11235512512943, 1970.9044444444444
190.57540917250594, 2029.1577777777777
191.03842628527582, 1997.6038888888888
191.50140644291702, 2034.0122222222221
191.9643496249074, 2002.4583333333333
192.4272558107249, 2118.965
192.89012497984731, 2089.838333333333
193.35295711175254, 2111.6833333333334
193.81575218591854, 2106.8288888888887
194.27851018182312, 2152.946111111111
194.7412310789442, 2128.673888888889
195.20391485675964, 2191.7816666666668
195.66656149474733, 2150.518888888889
196.12917097238517, 2245.1805555555557
196.59174326915107, 2267.0255555555555
197.05427836452282, 2342.2694444444446
197.51677623797838, 2233.0444444444443
197.97923686899566, 2330.133333333333
198.44166023705247, 2351.9783333333335
198.9040463216267, 2233.0444444444443
199.36639510219626, 2419.9405555555554
199.82870655823908, 2337.415
200.29098066923297, 2361.6872222222223
200.7532174146558, 2415.086111111111
201.21541677398554, 2376.2505555555554
201.6775787267, 2385.9594444444447
202.13970325227712, 2456.3488888888887
202.60179033019475, 2444.212777777778
203.06383993993072, 2422.367777777778
203.52585206096302, 2441.7855555555557
203.9878266727695, 2456.3488888888887
204.44976375482798, 2473.3394444444443
204.91166328661643, 2373.8233333333333
205.3735252476127, 2480.621111111111
205.83534961729464, 2407.8044444444445
206.2971363751402, 2478.193888888889
206.75888550062717, 2456.3488888888887
207.22059697323357, 2470.912222222222
207.68227077243716, 2495.1844444444446
208.14390687771592, 2453.9216666666666
208.6055052685476, 2429.6494444444443
209.0670659244102, 2497.6116666666667
209.5285888247816, 2466.0577777777776
209.99007394913966, 2444.212777777778
210.4515212769622, 2407.8044444444445
210.9129307877272, 2483.048333333333
211.3743024609125, 2381.105
211.835636275996, 2415.086111111111
212.29693221245557, 2432.076666666667
212.7581902497691, 2429.6494444444443
213.21941036741444, 2446.64
213.68059254486954, 2395.6683333333335
214.14173676161224, 2373.8233333333333
214.60284299712043, 2378.677777777778
215.06391123087198, 2322.8516666666665
215.52494144234484, 2356.8327777777777
215.9859336110168, 2422.367777777778
216.4468877163658, 2373.8233333333333
216.9078037378697, 2463.6305555555555
217.36868165500644, 2453.9216666666666
217.82952144725382, 2436.931111111111
218.29032309408976, 2402.95
218.75108657499214, 2373.8233333333333
219.2118118694389, 2475.766666666667
219.67249895690784, 2383.532222222222
220.13314781687689, 2424.795
220.5937584288239, 2359.26
221.0543307722268, 2393.241111111111
221.51486482656347, 2444.212777777778
221.97536057131174, 2480.621111111111
222.43581798594948, 2475.766666666667
222.8962370499547, 2449.0672222222224
223.35661774280518, 2344.6966666666667
223.81696004397878, 2466.0577777777776
224.2772639329535, 2373.8233333333333
224.73752938920714, 2419.9405555555554
225.1977563922176, 2337.415
225.65794492146279, 2330.133333333333
226.1180949564205, 2444.212777777778
226.57820647656874, 2490.33
227.03827946138532, 2449.0672222222224
227.4983138903481, 2407.8044444444445
227.95830974293503, 2483.048333333333
228.418266998624, 2388.3866666666668
228.87818563689282, 2417.5133333333333
229.33806563721944, 2400.5227777777777
229.79790697908172, 2371.396111111111
230.25770964195752, 2427.222222222222
230.71747360532476, 2439.358333333333
231.1771988486613, 2458.7761111111113
231.63688535144504, 2410.2316666666666
232.09653309315385, 2473.3394444444443
232.5561420532656, 2405.3772222222224
233.01571221125823, 2424.795
233.4752435466096, 2410.2316666666666
233.93473603879755, 2390.813888888889
234.3941896673, 2393.241111111111
234.85360441159483, 2344.6966666666667
235.31298025115996, 2412.6588888888887
235.77231716547317, 2356.8327777777777
236.23161513401246, 2444.212777777778
236.69087413625567, 2427.222222222222
237.15009415168063, 2446.64
237.60927515976533, 2500.038888888889
238.0684171399876, 2417.5133333333333
238.52752007182528, 2475.766666666667
238.9865839347563, 2361.6872222222223
239.44560870825856, 2376.2505555555554
239.90459437180988, 2456.3488888888887
240.36354090488823, 2410.2316666666666
240.82244828697142, 2429.6494444444443
241.28131649753738, 2390.813888888889
241.740145516064, 2427.222222222222
242.1989353220291, 2473.3394444444443
242.65768589491063, 2444.212777777778
243.1163972141864, 2424.795
243.5750692593344, 2483.048333333333
244.03370200983244, 2531.592777777778
244.49229544515842, 2417.5133333333333
244.95084954479023, 2412.6588888888887
245.40936428820572, 2402.95
245.8678396548828, 2398.0955555555556
246.3262756242994, 2475.766666666667
246.7846721759333, 2444.212777777778
247.2430292892625, 2470.912222222222
247.7013469437648, 2427.222222222222
248.15962511891811, 2458.7761111111113
248.61786379420033, 2468.485
249.0760629490893, 2451.4944444444445
249.53422256306294, 2412.6588888888887
249.9923426155991, 2449.0672222222224
250.4504230861757, 2449.0672222222224
250.90846395427067, 2395.6683333333335
251.3664651993618, 2378.677777777778
251.82442680092703, 2446.64
252.2823487384442, 2463.6305555555555
252.7402309913912, 2424.795
253.19807353924597, 2432.076666666667
253.65587636148632, 2468.485
254.1136394375902, 2400.5227777777777
254.57136274703547, 2480.621111111111
255.02904626929998, 2446.64
255.48668998386165, 2417.5133333333333
255.94429387019835, 2439.358333333333
256.401857907788, 2463.6305555555555
256.8593820761084, 2456.3488888888887
257.3168663546375, 2453.9216666666666
257.77431072285316, 2419.9405555555554
258.2317151602333, 2473.3394444444443
258.6890796462558, 2490.33
259.14640416039845, 2463.6305555555555
259.6036886821393, 2393.241111111111
260.0609331909561, 2468.485
260.51813766632677, 2490.33
260.9753020877292, 2514.6022222222223
261.4324264346412, 2495.1844444444446
