
# Time of snapshot: 2021-07-09T15:41:38Eastern Standard Time
# Number of frames accumulated: 0
# Scan time per exposure [us]: 50000
 Wavelength [nm], Intensity [RFU]
471.4878433566188, 10174.915555555555
513.1109394574953, 2966.065555555555
471.4878433566188, 8512.268333333333
514.4040766704684, 8213.720000000001
470.1796406794516, 8774.408333333333
515.6967479345718, 6956.418888888889
515.2659093195042, 11029.297777777778
470.1796406794516, 14524.497777777777
515.6967479345718, 7099.625
471.4878433566188, 15148.29388888889
515.6967479345718, 11119.105
517.4195838529922, 10262.295555555556
470.1796406794516, 5060.758333333333
513.9730826775443, 12356.988333333333
513.5420369330461, 2356.8327777777777
470.1796406794516, 5733.098888888888
519.5719604926952, 2230.6172222222217
470.1796406794516, 12997.775
515.6967479345718, 11089.978333333334
470.1796406794516, 14347.310555555554
514.8350188912955, 4951.533333333333
513.1109394574953, 7267.103333333333
514.8350188912955, 706.3216666666667
515.2659093195042, 1519.4411111111112
514.8350188912955, 2560.7194444444444
513.5420369330461, 1939.3505555555557
469.7434737353516, 2696.643888888889
514.8350188912955, 7155.4511111111115
469.30725713293293, 16883.757777777777
516.1275347159767, 12111.838888888888
470.6157579447109, 7415.163888888888
471.4878433566188, 7415.163888888888
514.8350188912955, 10623.951666666668
469.30725713293293, 2121.392222222222
513.9730826775443, 7373.901111111112
515.6967479345718, 7373.901111111112
470.1796406794516, 20077.98222222222
515.6967479345718, 15820.634444444444
516.5582696431964, 8580.230555555556
470.1796406794516, 20092.545555555553
515.6967479345718, 11204.057777777778
470.6157579447109, 8500.132222222222
515.2659093195042, 11924.942777777778
516.5582696431964, 10184.624444444446
515.6967479345718, 6670.006666666666
515.6967479345718, 6614.180555555557
515.2659093195042, 5376.297222222222
514.8350188912955, 4470.943333333333
516.1275347159767, 3393.2566666666667
470.1796406794516, 7305.938888888888
516.1275347159767, 15563.34888888889
515.2659093195042, 1480.6055555555558
515.6967479345718, 17036.672777777778
516.5582696431964, 6822.921666666667
514.8350188912955, 4068.0244444444447
471.4878433566188, 3784.0394444444446
516.5582696431964, 12235.627222222223
517.4195838529922, 12704.08111111111
515.2659093195042, 745.1572222222221
515.2659093195042, 1080.113888888889
516.5582696431964, 3936.954444444445
466.2523522069386, 59498.49833333334
513.9730826775443, 13005.056666666667
516.5582696431964, 11036.579444444445
516.5582696431964, 1347.1083333333331
515.2659093195042, 9230.726111111111
513.1109394574953, 1359.2444444444445
518.7111657482452, 883.508888888889
513.5420369330461, 8820.525555555556
472.35972980689826, 9633.645
514.8350188912955, 15133.730555555556
517.4195838529922, 1890.806111111111
518.2806903997824, 1135.94
515.6967479345718, 12893.404444444444
470.1796406794516, 4592.304444444444
517.4195838529922, 3951.517777777778
520.8627624203501, 516.9983333333334
469.30725713293293, 13495.355555555554
515.6967479345718, 4335.018888888888
469.30725713293293, 17546.389444444445
515.6967479345718, 10791.43
470.1796406794516, 25434.861666666664
514.8350188912955, 14718.675555555556
470.6157579447109, 20398.375555555554
515.6967479345718, 18179.894444444446
513.5420369330461, 1172.348333333333
514.8350188912955, 7924.8805555555555
470.6157579447109, 9009.84888888889
516.5582696431964, 11077.842222222223
515.2659093195042, 5388.433333333333
