
# Time of snapshot: 2021-03-24T19:08:35Eastern Standard Time
# Number of frames accumulated: 0
# 0.6 ul spacer oil 0.001 resorufin 20ng 0.004 oil
# Scan time per exposure [us]: 100000
 Wavelength [nm], Intensity [RFU]:
581.4147683834901, 4177.249444444445
580.9921539235664, 4179.676666666666
580.9921539235664, 4123.850555555556
582.6822817167598, 4053.461111111111
580.9921539235664, 4116.568888888889
582.2598323006089, 4097.151111111111
580.5694844900961, 3614.133888888889
581.8373278493451, 4094.7238888888887
580.9921539235664, 4051.0338888888887
580.5694844900961, 3284.0316666666668
581.4147683834901, 4089.8694444444445
582.6822817167598, 3985.498888888889
580.5694844900961, 3956.3722222222223
580.146760103601, 4007.343888888889
582.6822817167598, 3983.0716666666667
582.2598323006089, 3963.653888888889
582.2598323006089, 3912.682222222222
581.8373278493451, 3774.3305555555557
581.4147683834901, 3919.963888888889
580.5694844900961, 3259.7594444444444
580.9921539235664, 3888.41
580.9921539235664, 3614.133888888889
582.6822817167598, 3852.0016666666666
581.8373278493451, 3900.5461111111113
580.5694844900961, 3830.1566666666668
581.4147683834901, 3820.447777777778
580.9921539235664, 3856.856111111111
580.9921539235664, 3803.4572222222223
581.8373278493451, 3837.4383333333335
581.4147683834901, 3832.583888888889
581.8373278493451, 3815.5933333333332
582.6822817167598, 3835.011111111111
581.4147683834901, 3791.321111111111
580.9921539235664, 3864.137777777778
581.4147683834901, 3839.8655555555556
581.8373278493451, 3825.302222222222
581.4147683834901, 3832.583888888889
581.4147683834901, 3808.3116666666665
581.4147683834901, 3774.3305555555557
581.4147683834901, 3827.7294444444447
582.2598323006089, 3781.612222222222
581.4147683834901, 3839.8655555555556
582.6822817167598, 3827.7294444444447
581.4147683834901, 3905.4005555555555
582.2598323006089, 3796.1755555555555
580.5694844900961, 3798.6027777777776
581.8373278493451, 3769.476111111111
580.5694844900961, 3711.222777777778
581.4147683834901, 3660.251111111111
581.8373278493451, 3737.9222222222224
582.6822817167598, 3801.03
580.9921539235664, 3723.358888888889
581.4147683834901, 3398.1111111111113
580.9921539235664, 3325.2944444444443
581.8373278493451, 3839.8655555555556
581.8373278493451, 3854.428888888889
582.2598323006089, 3776.757777777778
580.9921539235664, 3220.923888888889
580.146760103601, 3730.6405555555557
582.6822817167598, 3315.5855555555554
582.2598323006089, 3436.9466666666667
581.8373278493451, 3764.6216666666664
581.8373278493451, 3754.9127777777776
582.2598323006089, 3808.3116666666665
581.8373278493451, 3798.6027777777776
580.9921539235664, 3201.5061111111113
580.5694844900961, 3575.298333333333
581.8373278493451, 3798.6027777777776
581.4147683834901, 3764.6216666666664
581.8373278493451, 3650.5422222222223
582.6822817167598, 3827.7294444444447
580.9921539235664, 3759.7672222222222
580.9921539235664, 3752.4855555555555
580.5694844900961, 3487.9183333333335
581.4147683834901, 3742.7766666666666
581.8373278493451, 3854.428888888889
582.2598323006089, 3784.0394444444446
581.4147683834901, 3769.476111111111
581.4147683834901, 3728.213333333333
581.8373278493451, 3723.358888888889
