"FDGlu 4 days, 27C mostly burst"
# Time of snapshot: 2021-08-10T15:52:04Eastern Standard Time
# Number of frames accumulated: 0
# Scan time per exposure [us]: 50000
"520.4325471636973, 781.5655555555554"
"516.1275347159767, 652.9227777777778"
"471.05182551060733, 1633.5205555555567"
"519.5719604926952, 803.4105555555557"
"473.23141713137244, 2543.728888888889"
"517.4195838529922, 606.8055555555552"
"520.4325471636973, 691.7583333333332"
"477.5868611204718, 1900.5149999999994"
"516.1275347159767, 502.43499999999995"
"511.81733684975023, 504.86222222222204"
"475.84528270819413, 2259.7438888888883"
"513.1109394574953, 742.73"
"522.5831024424566, 519.4255555555555"
"516.1275347159767, 609.2327777777778"
"513.1109394574953, 686.903888888889"
"522.1530956286498, 1257.3011111111114"
"472.35972980689826, 6968.555"
"512.2485893953253, 1813.1350000000002"
"473.23141713137244, 3929.672777777778"
"516.1275347159767, 1791.2900000000004"
"513.9730826775443, 691.7583333333337"
"513.1109394574953, 745.1572222222226"
"513.1109394574953, 953.8983333333335"
"513.1109394574953, 876.2272222222223"
"519.5719604926952, 723.3122222222223"
"520.4325471636973, 774.2838888888887"
"520.4325471636973, 626.2233333333334"
"516.1275347159767, 895.645"
"519.5719604926952, 504.8622222222225"
"520.8627624203501, 924.771666666667"
"513.1109394574953, 813.1194444444445"
"521.2929255970745, 769.4294444444445"
"516.9889526957089, 1135.94"
"520.4325471636973, 946.6166666666663"
"511.81733684975023, 575.2516666666666"
"513.1109394574953, 1002.4427777777778"
"531.6011645024578, 577.6788888888891"
"520.4325471636973, 1398.0799999999995"
"514.8350188912955, 730.5938888888886"
"520.4325471636973, 810.692222222222"
"517.8501630945242, 737.8755555555554"
"520.4325471636973, 631.0777777777776"
"473.66718607012734, 2288.8705555555553"
"520.4325471636973, 808.2649999999999"
"516.9889526957089, 606.8055555555557"
"522.5831024424566, 725.7394444444444"
"476.28075228101125, 2854.413333333332"
"521.7230366733485, 652.9227777777778"
"516.1275347159767, 531.561666666667"
"520.4325471636973, 529.1344444444444"
"472.35972980689826, 2223.3355555555554"
"511.81733684975023, 662.6316666666667"
"473.23141713137244, 3182.088333333333"
"516.1275347159767, 1254.8738888888888"
"516.1275347159767, 1000.0155555555557"
"520.0022798476382, 1050.987222222222"
"520.8627624203501, 606.8055555555557"
"520.4325471636973, 861.6638888888888"
"516.9889526957089, 633.5050000000001"
"476.28075228101125, 1067.977777777778"
"516.1275347159767, 718.4577777777777"
"516.1275347159767, 684.4766666666669"
"520.4325471636973, 604.3783333333331"
"519.5719604926952, 623.7961111111113"
"477.5868611204718, 1589.8305555555544"
"513.1109394574953, 701.4672222222225"
"516.1275347159767, 1004.8699999999999"
"516.1275347159767, 728.166666666667"
"508.36545884630686, 541.2705555555553"
"520.4325471636973, 1131.0855555555554"
"516.1275347159767, 543.6977777777779"
"478.0221307055547, 1230.6016666666656"
"507.93374219885294, 565.5427777777782"
"513.1109394574953, 529.1344444444444"
"485.41403952537576, 745.1572222222221"
"522.5831024424566, 599.5238888888889"
"516.1275347159767, 609.2327777777778"
"519.5719604926952, 526.7072222222223"
"516.1275347159767, 548.5522222222221"
"520.4325471636973, 548.5522222222221"
"477.5868611204718, 1412.6433333333334"
"516.1275347159767, 546.125"
"485.41403952537576, 963.6072222222228"
"517.8501630945242, 640.7866666666664"
"520.4325471636973, 618.9416666666666"
"482.3720705170987, 1089.8227777777774"
"520.4325471636973, 529.1344444444444"
"522.5831024424566, 563.1155555555556"
"512.2485893953253, 529.1344444444444"
"475.84528270819413, 1487.8872222222217"
"520.4325471636973, 623.7961111111108"
"483.6760734518483, 834.9644444444439"
"517.8501630945242, 565.5427777777777"
"508.36545884630686, 502.43499999999995"
"520.4325471636973, 514.5711111111109"
"517.4195838529922, 1597.112222222222"
"516.1275347159767, 4992.796111111111"
"476.28075228101125, 1436.9155555555553"
"520.4325471636973, 567.9699999999998"
"522.5831024424566, 682.0494444444444"
"522.5831024424566, 648.0683333333336"
"516.1275347159767, 502.43499999999995"
"531.6011645024578, 546.125"
"520.4325471636973, 531.5616666666665"
"475.84528270819413, 1162.6394444444431"
"513.1109394574953, 616.5144444444445"
"477.5868611204718, 1402.9344444444432"
"513.1109394574953, 774.2838888888891"
"522.5831024424566, 774.2838888888891"
"526.0212773964479, 626.2233333333334"
"512.6797902714144, 684.4766666666669"
"516.1275347159767, 652.9227777777778"
"519.5719604926952, 538.8433333333337"
"514.8350188912955, 2259.7438888888887"
"516.9889526957089, 606.8055555555557"
"516.1275347159767, 572.8244444444445"
"519.5719604926952, 558.2611111111114"
"479.3276390892819, 1172.3483333333334"
"516.5582696431964, 526.7072222222218"
"513.9730826775443, 1359.244444444445"
"516.9889526957089, 1007.297222222222"
"475.84528270819413, 1808.280555555555"
"516.1275347159767, 1791.2900000000004"
"475.4097631897488, 4208.803333333333"
"517.8501630945242, 1492.7416666666663"
"476.71617188767794, 1915.078333333333"
"516.9889526957089, 854.382222222222"
"476.28075228101125, 2395.668333333333"
"520.4325471636973, 711.1761111111109"
"513.1109394574953, 543.6977777777779"
"476.28075228101125, 2143.237222222222"
"513.1109394574953, 507.2894444444446"
"520.4325471636973, 893.2177777777774"
"477.5868611204718, 1422.3522222222218"
"516.9889526957089, 521.8527777777776"
"479.3276390892819, 2092.2655555555557"
"514.8350188912955, 2347.123888888889"
"511.81733684975023, 538.8433333333332"
"519.5719604926952, 691.7583333333337"
"516.5582696431964, 609.2327777777778"
"511.81733684975023, 606.8055555555552"
"516.1275347159767, 800.9833333333336"
"513.9730826775443, 752.4388888888889"
"477.5868611204718, 1628.6661111111098"
"513.1109394574953, 720.8850000000002"
"513.1109394574953, 703.8944444444446"
"517.4195838529922, 927.1988888888886"
"516.1275347159767, 618.9416666666666"
"482.3720705170987, 1276.7188888888886"
"513.1109394574953, 847.1005555555557"
"520.4325471636973, 621.3688888888887"
"485.41403952537576, 1055.8416666666672"
"516.1275347159767, 788.8472222222222"
"517.4195838529922, 990.3066666666664"
"483.2414560945953, 655.3500000000004"
"516.1275347159767, 985.4522222222222"
"520.4325471636973, 645.6411111111111"
"520.4325471636973, 655.3499999999999"
"516.9889526957089, 524.2799999999997"
"516.1275347159767, 638.3594444444443"
"511.81733684975023, 881.0816666666665"
"520.4325471636973, 2111.683333333333"
"520.0022798476382, 1376.2350000000001"
"477.5868611204718, 1101.9588888888884"
"520.4325471636973, 536.4161111111111"
"516.9889526957089, 2407.8044444444445"
"522.1530956286498, 796.1288888888889"
"479.3276390892819, 1580.1216666666678"
"516.1275347159767, 1541.286111111111"
"512.2485893953253, 856.8094444444446"
"516.1275347159767, 2019.4488888888886"
"514.8350188912955, 2723.343333333333"
"513.1109394574953, 2199.063333333333"
"513.5420369330461, 1288.8549999999996"
"476.28075228101125, 2917.521111111111"
"517.4195838529922, 2179.645555555555"
"476.28075228101125, 3135.97111111111"
"511.81733684975023, 973.3161111111108"
"478.0221307055547, 1458.7605555555547"
"520.4325471636973, 570.3972222222219"
"513.1109394574953, 1128.6583333333333"
"512.2485893953253, 567.9699999999998"
"477.5868611204718, 1839.8344444444429"
"513.1109394574953, 764.5750000000003"
"513.1109394574953, 1915.0783333333334"
"516.1275347159767, 1910.2238888888892"
"516.1275347159767, 1148.076111111111"
"521.2929255970745, 645.6411111111111"
"516.1275347159767, 793.7016666666668"
"476.28075228101125, 1876.2427777777775"
"514.8350188912955, 922.3444444444444"
"477.5868611204718, 1029.1422222222209"
"507.50197408713404, 672.340555555556"
"512.2485893953253, 764.5749999999998"
"511.81733684975023, 609.2327777777778"
"511.81733684975023, 609.2327777777778"
"477.5868611204718, 1616.5299999999988"
"520.4325471636973, 563.1155555555556"
"517.8501630945242, 512.1438888888888"
"475.4097631897488, 4987.9416666666675"
"513.1109394574953, 1817.9894444444449"
"513.1109394574953, 618.9416666666671"
"482.3720705170987, 757.2933333333331"
"511.81733684975023, 507.28944444444414"
"516.1275347159767, 1089.822777777778"
"485.41403952537576, 997.5883333333331"
"512.2485893953253, 883.508888888889"
"483.2414560945953, 538.8433333333342"
"520.4325471636973, 696.6127777777774"
"516.1275347159767, 674.7677777777781"
"513.1109394574953, 500.00777777777785"
"520.0022798476382, 575.2516666666666"
"522.1530956286498, 519.4255555555555"
"513.1109394574953, 592.2422222222226"
"520.4325471636973, 1436.9155555555558"
"520.4325471636973, 720.8849999999998"
"476.28075228101125, 1652.9383333333335"
"513.1109394574953, 655.3500000000004"
"520.4325471636973, 861.6638888888888"
"516.1275347159767, 650.4955555555557"
"513.1109394574953, 1007.2972222222224"
"513.1109394574953, 725.7394444444444"
"516.1275347159767, 973.3161111111112"
"477.5868611204718, 1517.0138888888887"
"513.9730826775443, 589.815"
"512.2485893953253, 531.5616666666665"
"484.9796235513608, 924.7716666666656"
"514.8350188912955, 1759.7361111111109"
"475.84528270819413, 1325.2633333333324"
"514.4040766704684, 924.771666666667"
"516.1275347159767, 1264.5827777777781"
"477.5868611204718, 1597.112222222222"
"513.1109394574953, 514.5711111111113"
"515.6967479345718, 2233.0444444444443"
"513.1109394574953, 2706.3527777777776"
"515.6967479345718, 2080.1294444444443"
"513.1109394574953, 1041.2783333333336"
"484.110640494075, 1186.911666666665"
"519.5719604926952, 1470.896666666667"
"514.4040766704684, 1456.333333333333"
"513.1109394574953, 927.1988888888891"
"513.1109394574953, 703.8944444444446"
"516.5582696431964, 635.9322222222222"
"475.4097631897488, 2534.0200000000004"
"516.9889526957089, 834.9644444444443"
"515.6967479345718, 1084.9683333333337"
"516.1275347159767, 2623.8272222222226"
"522.5831024424566, 584.9605555555559"
"516.5582696431964, 2669.944444444444"
"511.81733684975023, 500.0077777777774"
"513.5420369330461, 2230.617222222222"
"513.9730826775443, 1410.2161111111113"
"516.1275347159767, 512.1438888888888"
"520.0022798476382, 529.1344444444444"
"482.3720705170987, 873.8000000000011"
"516.1275347159767, 524.2800000000002"
"477.5868611204718, 1126.2311111111103"
"513.1109394574953, 1165.066666666667"
"481.0676153012091, 844.6733333333341"
"516.1275347159767, 550.9794444444447"
"522.5831024424566, 531.561666666667"
"513.1109394574953, 1839.8344444444442"
"520.4325471636973, 638.3594444444443"
"482.3720705170987, 1720.900555555556"
"513.1109394574953, 944.1894444444447"
"513.1109394574953, 691.7583333333337"
"516.1275347159767, 657.7772222222225"
"516.1275347159767, 1839.8344444444442"
"520.4325471636973, 660.2044444444441"
"477.5868611204718, 1242.7377777777765"
"516.9889526957089, 929.6261111111112"
"517.8501630945242, 932.0533333333333"
"522.1530956286498, 606.8055555555552"
"516.1275347159767, 815.5466666666666"
"515.6967479345718, 1084.9683333333337"
"477.5868611204718, 1009.7244444444441"
"513.1109394574953, 567.9700000000003"
"520.4325471636973, 558.261111111111"
"514.8350188912955, 560.688333333333"
"513.1109394574953, 509.7166666666667"
"517.8501630945242, 1060.696111111111"
"515.6967479345718, 885.9361111111111"
"516.1275347159767, 961.1800000000003"
"513.9730826775443, 1021.8605555555555"
"512.2485893953253, 1060.696111111111"
"477.5868611204718, 1087.395555555555"
"520.4325471636973, 711.1761111111109"
"516.1275347159767, 2029.157777777778"
"477.5868611204718, 2143.237222222222"
"511.81733684975023, 949.0438888888889"
"513.1109394574953, 706.3216666666667"
"520.8627624203501, 924.771666666667"
"516.1275347159767, 1378.6622222222227"
"475.4097631897488, 1405.3616666666676"
"514.8350188912955, 1094.677222222222"
"519.5719604926952, 701.4672222222225"
"516.9889526957089, 876.2272222222223"
"516.1275347159767, 1004.8699999999999"
"485.41403952537576, 800.9833333333336"
"516.1275347159767, 614.0872222222224"
"520.4325471636973, 810.692222222222"
"514.8350188912955, 550.9794444444442"
"519.5719604926952, 868.9455555555555"
"512.2485893953253, 956.3255555555556"
"516.1275347159767, 798.556111111111"
"513.1109394574953, 514.5711111111113"
"470.1796406794516, 5725.817222222222"
"513.1109394574953, 1611.675555555556"
"516.1275347159767, 876.2272222222223"
"517.8501630945242, 507.28944444444414"
"477.5868611204718, 1036.4238888888885"
"513.1109394574953, 529.1344444444444"
"520.4325471636973, 529.1344444444444"
"520.4325471636973, 723.3122222222219"
"516.1275347159767, 526.7072222222223"
"508.36545884630686, 524.2800000000002"
"531.6011645024578, 524.2800000000002"
"513.9730826775443, 3737.922222222222"
"484.110640494075, 961.1799999999985"
"522.1530956286498, 638.3594444444443"
"476.28075228101125, 1140.7944444444438"
"513.1109394574953, 626.2233333333334"
"513.1109394574953, 1597.1122222222225"
"477.5868611204718, 5080.176111111112"
"514.8350188912955, 922.3444444444444"
