# FLAME spectrum data format
# Time of snapshot: 2021-02-08T18:31:06Eastern Standard Time
# Number of frames accumulated: 0
# Scan time per exposure [us]: 100000
# Wavelength [nm], Intensity [count]:
189.1861363086452, 2048.5755555555556
189.64926416366848, 2009.74
190.11235512512943, 2053.43
190.57540917250594, 1968.4772222222223
191.03842628527582, 2063.1388888888887
191.50140644291702, 2082.556666666667
191.9643496249074, 2060.7116666666666
192.4272558107249, 2097.12
192.89012497984731, 2082.556666666667
193.35295711175254, 2135.9555555555557
193.81575218591854, 2121.3922222222222
194.27851018182312, 2104.4016666666666
194.7412310789442, 2133.528333333333
195.20391485675964, 2189.3544444444447
195.66656149474733, 2201.4905555555556
196.12917097238517, 2189.3544444444447
196.59174326915107, 2257.3166666666666
197.05427836452282, 2267.0255555555555
197.51677623797838, 2291.297777777778
197.97923686899566, 2267.0255555555555
198.44166023705247, 2305.8611111111113
198.9040463216267, 2339.842222222222
199.36639510219626, 2378.677777777778
199.82870655823908, 2400.5227777777777
200.29098066923297, 2330.133333333333
200.7532174146558, 2417.5133333333333
201.21541677398554, 2395.6683333333335
201.6775787267, 2381.105
202.13970325227712, 2444.212777777778
202.60179033019475, 2483.048333333333
203.06383993993072, 2419.9405555555554
203.52585206096302, 2398.0955555555556
203.9878266727695, 2395.6683333333335
204.44976375482798, 2446.64
204.91166328661643, 2422.367777777778
205.3735252476127, 2429.6494444444443
205.83534961729464, 2371.396111111111
206.2971363751402, 2466.0577777777776
206.75888550062717, 2458.7761111111113
207.22059697323357, 2330.133333333333
207.68227077243716, 2405.3772222222224
208.14390687771592, 2429.6494444444443
208.6055052685476, 2351.9783333333335
209.0670659244102, 2439.358333333333
209.5285888247816, 2424.795
209.99007394913966, 2412.6588888888887
210.4515212769622, 2439.358333333333
210.9129307877272, 2419.9405555555554
211.3743024609125, 2395.6683333333335
211.835636275996, 2407.8044444444445
212.29693221245557, 2441.7855555555557
212.7581902497691, 2497.6116666666667
213.21941036741444, 2449.0672222222224
213.68059254486954, 2422.367777777778
214.14173676161224, 2439.358333333333
214.60284299712043, 2427.222222222222
215.06391123087198, 2453.9216666666666
215.52494144234484, 2327.706111111111
215.9859336110168, 2349.551111111111
216.4468877163658, 2463.6305555555555
216.9078037378697, 2381.105
217.36868165500644, 2378.677777777778
217.82952144725382, 2422.367777777778
218.29032309408976, 2497.6116666666667
218.75108657499214, 2398.0955555555556
219.2118118694389, 2376.2505555555554
219.67249895690784, 2434.503888888889
220.13314781687689, 2422.367777777778
220.5937584288239, 2468.485
221.0543307722268, 2405.3772222222224
221.51486482656347, 2417.5133333333333
221.97536057131174, 2359.26
222.43581798594948, 2402.95
222.8962370499547, 2434.503888888889
223.35661774280518, 2427.222222222222
223.81696004397878, 2390.813888888889
224.2772639329535, 2361.6872222222223
224.73752938920714, 2388.3866666666668
225.1977563922176, 2427.222222222222
225.65794492146279, 2415.086111111111
226.1180949564205, 2487.902777777778
226.57820647656874, 2478.193888888889
227.03827946138532, 2405.3772222222224
227.4983138903481, 2429.6494444444443
227.95830974293503, 2436.931111111111
228.418266998624, 2410.2316666666666
228.87818563689282, 2478.193888888889
229.33806563721944, 2456.3488888888887
229.79790697908172, 2415.086111111111
230.25770964195752, 2376.2505555555554
230.71747360532476, 2463.6305555555555
231.1771988486613, 2410.2316666666666
231.63688535144504, 2444.212777777778
232.09653309315385, 2407.8044444444445
232.5561420532656, 2436.931111111111
233.01571221125823, 2470.912222222222
233.4752435466096, 2361.6872222222223
233.93473603879755, 2470.912222222222
234.3941896673, 2473.3394444444443
234.85360441159483, 2429.6494444444443
235.31298025115996, 2456.3488888888887
235.77231716547317, 2492.757222222222
236.23161513401246, 2398.0955555555556
236.69087413625567, 2417.5133333333333
237.15009415168063, 2458.7761111111113
237.60927515976533, 2351.9783333333335
238.0684171399876, 2456.3488888888887
238.52752007182528, 2405.3772222222224
238.9865839347563, 2449.0672222222224
239.44560870825856, 2439.358333333333
239.90459437180988, 2385.9594444444447
240.36354090488823, 2434.503888888889
240.82244828697142, 2441.7855555555557
241.28131649753738, 2405.3772222222224
241.740145516064, 2439.358333333333
242.1989353220291, 2412.6588888888887
242.65768589491063, 2475.766666666667
243.1163972141864, 2495.1844444444446
243.5750692593344, 2378.677777777778
244.03370200983244, 2395.6683333333335
244.49229544515842, 2446.64
244.95084954479023, 2381.105
245.40936428820572, 2415.086111111111
245.8678396548828, 2429.6494444444443
246.3262756242994, 2368.968888888889
246.7846721759333, 2410.2316666666666
247.2430292892625, 2405.3772222222224
247.7013469437648, 2398.0955555555556
248.15962511891811, 2429.6494444444443
248.61786379420033, 2492.757222222222
249.0760629490893, 2478.193888888889
249.53422256306294, 2436.931111111111
249.9923426155991, 2449.0672222222224
250.4504230861757, 2453.9216666666666
250.90846395427067, 2441.7855555555557
251.3664651993618, 2458.7761111111113
251.82442680092703, 2415.086111111111
252.2823487384442, 2497.6116666666667
252.7402309913912, 2402.95
253.19807353924597, 2388.3866666666668
253.65587636148632, 2502.4661111111113
254.1136394375902, 2373.8233333333333
254.57136274703547, 2449.0672222222224
255.02904626929998, 2466.0577777777776
255.48668998386165, 2419.9405555555554
255.94429387019835, 2417.5133333333333
256.401857907788, 2417.5133333333333
256.8593820761084, 2453.9216666666666
257.3168663546375, 2492.757222222222
257.77431072285316, 2410.2316666666666
258.2317151602333, 2458.7761111111113
258.6890796462558, 2400.5227777777777
259.14640416039845, 2368.968888888889
259.6036886821393, 2427.222222222222
260.0609331909561, 2483.048333333333
260.51813766632677, 2483.048333333333
